t,S1 ref T,S1 air 1 T,S1 air 2 T,S1 mix T,S2 ref T,S2 air 1 T,S2 air 2 T,S2 mix T,S1 ref P,S1 mix P,S2 ref P,S2 mix P
-7512.795093000001,21.758081,21.958393,21.972945,21.710639,21.92208,22.102919,22.074012,22.004649,1.174361,1.141956,14.803795,14.826479
-7511.793986000001,21.763343,21.950239,21.968723,21.70873,21.936362,22.087829,22.075109,22.002047,1.180842,1.164639,14.787593,14.845922
-7510.79384,21.75481,21.951422,21.971291,21.711298,21.929218,22.089702,22.076289,22.01063,1.17112,1.158158,14.800555,14.83296
-7509.793254,21.752889,21.951352,21.957659,21.706223,21.914576,22.082779,22.060809,22.01056,1.154918,1.151677,14.790834,14.849162
-7508.793526,21.76411,21.958176,21.974382,21.7248,21.932734,22.10135,22.075217,22.013915,1.16788,1.141956,14.810276,14.8362
-7507.79363,21.751838,21.94845,21.970614,21.712471,21.930641,22.088794,22.069831,22.003958,1.17112,1.138716,14.816757,14.845922
-7506.793601,21.75466,21.95266,21.967874,21.708574,21.927912,22.088829,22.05969,22.00308,1.177601,1.158158,14.823238,14.8362
-7505.792186000001,21.759948,21.952628,21.96872,21.731859,21.928111,22.098926,22.081581,22.009523,1.161399,1.158158,14.816757,14.829719
-7504.792713,21.75618,21.944234,21.970895,21.714834,21.927118,22.083525,22.059473,22.005986,1.180842,1.17112,14.845922,14.839441
-7503.791787,21.754642,21.940384,21.964858,21.7199,21.930207,22.089283,22.072632,22.007456,1.180842,1.138716,14.829719,14.83296
-7502.791493000001,21.757986,21.962461,21.964246,21.727616,21.92453,22.093527,22.072945,22.007793,1.197044,1.161399,14.8362,14.845922
-7501.791135,21.757617,21.944515,21.971661,21.726705,21.932025,22.081516,22.066484,22.002567,1.187323,1.164639,14.83296,14.83296
-7500.790983,21.759793,21.944377,21.97261,21.716318,21.926105,22.08154,22.063964,22.003123,1.190563,1.180842,14.839441,14.816757
-7499.790151,21.756797,21.949939,21.976785,21.733449,21.933749,22.092421,22.069294,22.016086,1.184082,1.135475,14.826479,14.842681
-7498.789220000001,21.765681,21.966223,21.981665,21.741569,21.940781,22.100538,22.077412,22.015255,1.16788,1.154918,14.813517,14.849162
-7497.789335,21.775771,21.947632,21.976372,21.746222,21.949945,22.09802,22.058012,22.005915,1.164639,1.184082,14.816757,14.8362
-7496.7893,21.760712,21.943677,21.965355,21.738441,21.936044,22.087467,22.057865,21.997797,1.16788,1.164639,14.803795,14.823238
-7495.789277,21.753089,21.94762,21.96185,21.726839,21.924954,22.079569,22.062918,22.008679,1.174361,1.161399,14.823238,14.842681
-7494.789436,21.761962,21.933825,21.956208,21.733688,21.92758,22.085259,22.053345,22.007604,1.177601,1.135475,14.829719,14.8362
-7493.788882,21.763397,21.952143,21.972873,21.743879,21.93364,22.098684,22.062376,22.011583,1.16788,1.141956,14.826479,14.849162
-7492.787924,21.757025,21.94716,21.96043,21.735135,21.919174,22.091793,22.061035,22.003593,1.16788,1.141956,14.800555,14.845922
-7491.786979,21.757165,21.947532,21.965243,21.737404,21.927872,22.092443,22.059141,22.004659,1.158158,1.161399,14.813517,14.845922
-7490.7869390000005,21.754413,21.954494,21.980601,21.738885,21.941311,22.093693,22.065016,22.014859,1.154918,1.158158,14.803795,14.83296
-7489.785986,21.766848,21.944262,21.970264,21.733404,21.925527,22.088213,22.06023,22.003239,1.154918,1.161399,14.781112,14.826479
-7488.7851900000005,21.758222,21.940725,21.963234,21.731462,21.926385,22.075171,22.05482,21.992764,1.132235,1.145196,14.803795,14.8362
-7487.784426,21.757182,21.934365,21.972869,21.741561,21.933903,22.08018,22.054741,22.005139,1.158158,1.151677,14.797315,14.839441
-7486.783843,21.757299,21.948822,21.965386,21.738704,21.931476,22.085648,22.055121,21.998548,1.177601,1.151677,14.813517,14.839441
-7485.782873,21.765466,21.944267,21.961861,21.742118,21.93409,22.078654,22.053678,22.0007,1.16788,1.161399,14.816757,14.839441
-7484.782539,21.774417,21.947897,21.976247,21.753962,21.936795,22.08402,22.050487,22.014044,1.187323,1.151677,14.823238,14.842681
-7483.781869,21.761858,21.952687,21.968176,21.750053,21.934184,22.084969,22.061148,22.01467,1.17112,1.145196,14.819998,14.839441
-7482.780895,21.753161,21.949774,21.96805,21.740905,21.92757,22.08253,22.046453,22.003431,1.190563,1.158158,14.845922,14.842681
-7481.781032,21.767389,21.957061,21.973706,21.752346,21.939714,22.086104,22.059046,22.01465,1.180842,1.151677,14.813517,14.819998
-7480.780247000001,21.763252,21.948992,21.969891,21.752925,21.935808,22.095703,22.056388,22.000337,1.177601,1.141956,14.845922,14.839441
-7479.7806470000005,21.758877,21.946931,21.972587,21.762099,21.933978,22.084986,22.048446,22.005677,1.180842,1.135475,14.842681,14.842681
-7478.7803,21.757861,21.931112,21.960388,21.736711,21.92718,22.068162,22.042491,21.991478,1.174361,1.141956,14.823238,14.83296
-7477.780587,21.770332,21.948207,21.966158,21.749192,21.932942,22.083182,22.04988,22.010191,1.174361,1.141956,14.83296,14.845922
-7476.780234,21.763055,21.939775,21.969686,21.749019,21.933993,22.075378,22.04832,22.00014,1.174361,1.154918,14.810276,14.842681
-7475.780531,21.76263,21.937731,21.949277,21.742486,21.923854,22.078328,22.054046,21.999253,1.154918,1.122513,14.8362,14.839441
-7474.78113,21.765778,21.940416,21.97533,21.742173,21.924225,22.090966,22.058589,22.0024,1.154918,1.132235,14.807036,14.849162
-7473.780386,21.768727,21.94267,21.973576,21.75291,21.931337,22.082737,22.060998,22.008817,1.158158,1.128994,14.816757,14.845922
-7472.780114,21.763084,21.937028,21.967413,21.748365,21.923845,22.0775,22.056917,21.998319,1.132235,1.138716,14.810276,14.829719
-7471.778971000001,21.773054,21.940984,21.960753,21.753733,21.922943,22.082403,22.046557,21.997417,1.158158,1.145196,14.790834,14.829719
-7470.77901,21.763781,21.939575,21.960036,21.753247,21.934256,22.081686,22.045146,22.003178,1.154918,1.141956,14.803795,14.829719
-7469.779008,21.75933,21.940907,21.976307,21.755642,21.940445,22.093793,22.049159,22.00636,1.132235,1.122513,14.810276,14.823238
-7468.778776,21.782474,21.959884,21.973915,21.760883,21.943694,22.090939,22.070357,22.014236,1.158158,1.128994,14.816757,14.83296
-7467.778960000001,21.76029,21.937473,21.959541,21.74373,21.92614,22.087435,22.050664,22.014028,1.141956,1.135475,14.810276,14.855643
-7466.778075,21.772723,21.944816,21.971755,21.750394,21.936027,22.087391,22.051082,22.007031,1.128994,1.158158,14.83296,14.83296
-7465.776301,21.764489,21.946991,21.957751,21.757439,21.925712,22.083333,22.048644,22.004812,1.141956,1.141956,14.794074,14.8362
-7464.775878,21.759367,21.936782,21.961335,21.757322,21.932387,22.082754,22.050608,22.007323,1.148437,1.16788,14.803795,14.83296
-7463.775592,21.767511,21.936135,21.954077,21.753995,21.933128,22.07434,22.049595,22.006214,1.145196,1.122513,14.816757,14.849162
-7462.775867,21.771873,21.949286,21.963281,21.755568,21.943966,22.087244,22.065968,22.011732,1.145196,1.132235,14.816757,14.858884
-7461.776062,21.760597,21.934079,21.960992,21.744487,21.925521,22.076398,22.041939,22.004621,1.151677,1.141956,14.813517,14.845922
-7460.775853,21.764656,21.939293,21.955698,21.756543,21.917552,22.077812,22.049829,22.002434,1.148437,1.116032,14.829719,14.823238
-7459.775966,21.776549,21.947022,21.963226,21.760139,21.933376,22.100139,22.061749,22.002993,1.148437,1.109551,14.816757,14.8362
-7458.775606,21.768962,21.934579,21.960995,21.766698,21.931341,22.087039,22.058131,22.00674,1.138716,1.128994,14.8362,14.8362
-7457.77606,21.757373,21.93178,21.945396,21.743462,21.919522,22.068435,22.049934,21.997928,1.151677,1.141956,14.826479,14.849162
-7456.775819,21.7744,21.94788,21.967924,21.765763,21.935159,22.085642,22.058353,22.011483,1.16788,1.116032,14.845922,14.842681
-7455.774281,21.763077,21.938871,21.964338,21.761251,21.933089,22.082288,22.045516,21.998312,1.161399,1.125754,14.807036,14.852403
-7454.774205000001,21.769044,21.938825,21.962177,21.763254,21.934661,22.085215,22.052838,22.015842,1.17112,1.138716,14.839441,14.845922
-7453.774019,21.771545,21.937393,21.960573,21.762574,21.936699,22.074822,22.049614,22.01071,1.145196,1.125754,14.813517,14.8362
-7452.773554,21.771164,21.93308,21.955508,21.757277,21.929611,22.091265,22.051025,22.00686,1.161399,1.109551,14.852403,14.839441
-7451.773623,21.767799,21.932491,21.95359,21.761605,21.940124,22.081947,22.053733,21.996558,1.161399,1.125754,14.842681,14.842681
-7450.773628,21.756233,21.93226,21.960367,21.761906,21.937349,22.087799,22.055653,21.99517,1.161399,1.109551,14.8362,14.845922
-7449.773613,21.77223,21.940159,21.961164,21.762471,21.935533,22.093683,22.056912,22.014632,1.145196,1.112792,14.826479,14.839441
-7448.773572,21.768634,21.936101,21.95609,21.762717,21.932169,22.084678,22.059239,22.004561,1.158158,1.116032,14.819998,14.855643
-7447.77353,21.777205,21.930099,21.959099,21.763414,21.937501,22.097863,22.063173,22.010818,1.154918,1.116032,14.819998,14.8362
-7446.773621,21.783927,21.936127,21.957999,21.771103,21.937052,22.104394,22.061842,22.009213,1.154918,1.135475,14.813517,14.839441
-7445.773649000001,21.770569,21.934567,21.959664,21.770456,21.934335,22.090334,22.059576,22.00719,1.154918,1.138716,14.855643,14.839441
-7444.773535,21.759905,21.92321,21.936131,21.751777,21.927605,22.080911,22.052696,22.004623,1.138716,1.122513,14.83296,14.8362
-7443.773534,21.775359,21.940744,21.964223,21.774321,21.940975,22.109923,22.061821,22.009435,1.151677,1.135475,14.813517,14.842681
-7442.7739870000005,21.764186,21.931191,21.958499,21.765127,21.929109,22.086856,22.05841,22.007977,1.148437,1.109551,14.819998,14.845922
-7441.773545,21.771011,21.930383,21.948404,21.757806,21.929226,22.096188,22.053636,22.003469,1.119273,1.116032,14.816757,14.842681
-7440.773602,21.779871,21.942711,21.96441,21.775202,21.93716,22.106179,22.073571,22.024123,1.151677,1.112792,14.819998,14.8362
-7439.773299,21.764525,21.935462,21.95671,21.755009,21.927136,22.088536,22.053615,21.996521,1.128994,1.135475,14.813517,14.852403
-7438.773446,21.786501,21.943557,21.964123,21.771677,21.950496,22.089935,22.067503,22.016411,1.141956,1.109551,14.829719,14.845922
-7437.773543,21.772021,21.926998,21.949982,21.776502,21.941107,22.09684,22.064001,22.005635,1.141956,1.119273,14.823238,14.842681
-7436.773602,21.768308,21.93485,21.947762,21.75115,21.925598,22.080746,22.046519,22.007242,1.125754,1.125754,14.826479,14.858884
-7435.773561,21.771965,21.933187,21.95906,21.7643,21.935731,22.089036,22.050878,22.002572,1.141956,1.116032,14.823238,14.845922
-7434.773544000001,21.775447,21.936899,21.966198,21.773058,21.940831,22.092241,22.052695,22.008829,1.122513,1.109551,14.816757,14.845922
-7433.773606000001,21.778594,21.94074,21.962843,21.77456,21.932876,22.090737,22.06576,21.999024,1.138716,1.141956,14.807036,14.839441
-7432.773716000001,21.761476,21.918305,21.943034,21.752898,21.915761,22.075787,22.045722,21.999949,1.112792,1.148437,14.810276,14.842681
-7431.773487,21.765918,21.923209,21.947616,21.761644,21.930379,22.077824,22.048453,22.006703,1.122513,1.125754,14.803795,14.839441
-7430.773450000001,21.771344,21.922158,21.944978,21.762476,21.932335,22.09045,22.05761,22.001258,1.128994,1.116032,14.800555,14.845922
-7429.773590000001,21.775475,21.930914,21.951237,21.756707,21.928602,22.076357,22.042592,22.009089,1.128994,1.122513,14.807036,14.845922
-7428.773450000001,21.769358,21.921329,21.951006,21.769892,21.924798,22.08792,22.056931,22.005286,1.132235,1.119273,14.794074,14.823238
-7427.773855,21.778623,21.926198,21.957692,21.781207,21.93013,22.083043,22.06778,22.008766,1.109551,1.145196,14.784353,14.8362
-7426.774046,21.775882,21.931321,21.94866,21.765928,21.927621,22.089044,22.059674,22.004176,1.116032,1.128994,14.810276,14.839441
-7425.773515,21.776971,21.933104,21.955508,21.771851,21.929403,22.083634,22.050101,21.99902,1.116032,1.112792,14.816757,14.83296
-7424.772129,21.768816,21.930039,21.953994,21.768024,21.933046,22.092527,22.068014,22.000581,1.119273,1.112792,14.813517,14.8362
-7423.770477,21.775794,21.930308,21.958863,21.774513,21.935859,22.092077,22.063631,22.013108,1.138716,1.119273,14.829719,14.842681
-7422.769985,21.775053,21.936737,21.962508,21.76798,21.941363,22.088552,22.055019,22.010517,1.158158,1.10307,14.816757,14.845922
-7421.769311,21.761786,21.92324,21.948965,21.768545,21.930179,22.078248,22.051883,21.997715,1.151677,1.128994,14.819998,14.842681
-7420.769188,21.77288,21.935721,21.958681,21.768779,21.94081,22.09837,22.067843,22.012507,1.177601,1.128994,14.819998,14.842681
-7419.769228,21.782886,21.920746,21.952635,21.765045,21.924909,22.083999,22.056479,22.021123,1.122513,1.093349,14.813517,14.829719
-7418.769318000001,21.783846,21.932577,21.94565,21.764998,21.940209,22.096672,22.061289,22.004969,1.151677,1.109551,14.855643,14.829719
-7417.769442000001,21.768986,21.926507,21.954878,21.769602,21.929745,22.083698,22.042533,22.004219,1.141956,1.116032,14.849162,14.849162
-7416.7693150000005,21.779243,21.92728,21.947225,21.767268,21.926355,22.089459,22.060782,22.000367,1.132235,1.10307,14.813517,14.829719
-7415.768376,21.789608,21.937413,21.972725,21.785138,21.951984,22.101774,22.069629,22.019981,1.138716,1.10307,14.8362,14.842681
-7414.768334,21.779814,21.930626,21.954822,21.7633,21.931089,22.085955,22.051034,21.997931,1.154918,1.093349,14.810276,14.855643
-7413.76907,21.768318,21.925608,21.953355,21.763915,21.94018,22.09397,22.052342,22.002626,1.145196,1.09983,14.819998,14.839441
-7412.768608,21.757296,21.921064,21.951183,21.761742,21.915513,22.073065,22.049476,22.000858,1.132235,1.132235,14.800555,14.839441
-7411.768113,21.777907,21.93404,21.961371,21.769156,21.931727,22.08279,22.045556,22.003888,1.138716,1.125754,14.816757,14.829719
-7410.767193000001,21.77873,21.939026,21.962864,21.766485,21.92908,22.088908,22.051674,22.007254,1.128994,1.090108,14.810276,14.829719
-7409.766815,21.769711,21.927695,21.953209,21.767238,21.927233,22.089892,22.044795,22.004944,1.122513,1.096589,14.797315,14.829719
-7408.765447000001,21.766288,21.921034,21.944352,21.762775,21.924966,22.086818,22.049353,22.000366,1.109551,1.106311,14.800555,14.83296
-7407.765888,21.774744,21.925095,21.953987,21.767785,21.932496,22.075407,22.050892,22.007433,1.109551,1.122513,14.816757,14.852403
-7406.7651940000005,21.776247,21.928679,21.956092,21.771741,21.937468,22.090693,22.061554,22.008241,1.141956,1.132235,14.842681,14.842681
-7405.76576,21.778123,21.944433,21.964951,21.773893,21.945358,22.090301,22.054686,22.02145,1.128994,1.125754,14.816757,14.83296
-7404.765454,21.7747,21.923894,21.956543,21.766177,21.930602,22.088369,22.056223,22.0023,1.122513,1.109551,14.807036,14.83296
-7403.765128,21.779895,21.936952,21.961508,21.773456,21.934639,22.088939,22.061882,22.01767,1.135475,1.119273,14.813517,14.839441
-7402.7650300000005,21.773813,21.930408,21.972252,21.767547,21.931565,22.090201,22.05528,22.005114,1.132235,1.10307,14.842681,14.8362
-7401.764572,21.790456,21.945893,21.973084,21.779945,21.942655,22.091032,22.065362,22.014584,1.132235,1.116032,14.803795,14.842681
-7400.76411,21.792192,21.928432,21.958919,21.774106,21.946473,22.087739,22.057675,22.007994,1.148437,1.119273,14.845922,14.845922
