S1 mix P mod					t (s)
9.560					2309
9.546					2310
9.556					2311
9.562					2312
9.532					2313
9.570					2314
9.563					2315
9.550					2316
9.556					2317
9.552					2318
9.581					2319
9.538					2320
9.570					2321
9.560					2322
9.563					2323
9.549					2324
9.549					2325
9.555					2326
9.577					2327
9.557					2328
9.566					2329
9.582					2330
9.546					2331
9.558					2332
9.548					2333
9.570					2334
9.557					2335
9.566					2336
9.546					2337
9.555					2338
9.567					2339
9.551					2340
9.557					2341
9.563					2342
9.565					2343
9.571					2344
9.564					2345
9.561					2346
9.567					2347
9.589					2348
9.559					2349
9.598					2350
9.581					2351
9.603					2352
9.573					2353
9.573					2354
9.569					2355
9.569					2356
9.584					2357
9.594					2358
9.554					2359
9.567					2360
9.560					2361
9.556					2362
9.585					2363
9.578					2364
9.567					2365
9.567					2366
9.576					2367
9.592					2368
9.569					2369
9.581					2370
9.568					2371
9.567					2372
9.567					2373
9.569					2374
9.562					2375
9.565					2376
9.561					2377
9.587					2378
9.593					2379
9.583					2380
9.576					2381
9.604					2382
9.578					2383
9.597					2384
9.564					2385
9.567					2386
9.569					2387
9.569					2388
9.591					2389
9.594					2390
9.593					2391
9.570					2392
9.596					2393
9.576					2394
9.601					2395
9.591					2396
9.577					2397
9.574					2398
9.547					2399
9.569					2400
9.592					2401
9.565					2402
9.584					2403
9.584					2404
9.596					2405
9.583					2406
9.569					2407
9.611					2408
9.588					2409
9.571					2410
9.574					2411
9.609					2412
9.595					2413
9.585					2414
9.591					2415
9.574					2416
9.587					2417
9.586					2418
9.602					2419
9.576					2420
9.575					2421
9.575					2422
9.584					2423
9.577					2424
9.583					2425
9.611					2426
9.588					2427
9.585					2428
9.613					2429
9.603					2430
9.599					2431
9.589					2432
9.598					2433
9.591					2434
9.594					2435
9.597					2436
9.600					2437
9.583					2438
9.592					2439
9.598					2440
9.575					2441
9.594					2442
9.597					2443
9.596					2444
9.592					2445
9.618					2446
9.585					2447
9.588					2448
9.610					2449
9.599					2450
9.602					2451
9.602					2452
9.601					2453
9.578					2454
9.584					2455
9.606					2456
9.599					2457
9.579					2458
9.605					2459
9.585					2460
9.571					2461
9.587					2462
9.616					2463
9.592					2464
9.598					2465
9.604					2466
9.597					2467
9.613					2468
9.603					2469
9.586					2470
9.602					2471
9.608					2472
9.591					2473
9.584					2474
9.610					2475
9.606					2476
9.609					2477
9.589					2478
9.591					2479
9.607					2480
9.594					2481
9.593					2482
9.596					2483
9.612					2484
9.595					2485
9.611					2486
9.604					2487
9.623					2488
9.616					2489
9.592					2490
9.592					2491
9.624					2492
9.594					2493
9.620					2494
9.593					2495
9.612					2496
9.618					2497
9.608					2498
9.627					2499
9.597					2500
9.603					2501
9.616					2502
9.599					2503
9.592					2504
9.598					2505
9.601					2506
9.600					2507
9.593					2508
9.635					2509
9.608					2510
9.588					2511
9.607					2512
9.600					2513
9.610					2514
9.606					2515
9.596					2516
9.634					2517
9.604					2518
9.604					2519
9.616					2520
9.606					2521
9.612					2522
9.618					2523
9.621					2524
9.614					2525
9.617					2526
9.603					2527
9.612					2528
9.605					2529
9.615					2530
9.614					2531
9.623					2532
9.620					2533
9.609					2534
9.606					2535
9.621					2536
9.618					2537
9.624					2538
9.620					2539
9.629					2540
9.625					2541
9.615					2542
9.608					2543
9.611					2544
9.610					2545
9.603					2546
9.606					2547
9.615					2548
9.628					2549
9.611					2550
9.627					2551
9.604					2552
9.603					2553
9.616					2554
9.609					2555
9.618					2556
9.608					2557
9.623					2558
9.613					2559
9.619					2560
9.612					2561
9.631					2562
9.611					2563
9.614					2564
9.636					2565
9.639					2566
9.612					2567
9.609					2568
9.637					2569
9.643					2570
9.601					2571
9.632					2572
9.629					2573
9.615					2574
9.624					2575
9.637					2576
9.630					2577
9.636					2578
9.626					2579
9.632					2580
9.641					2581
9.627					2582
9.614					2583
9.620					2584
9.626					2585
9.619					2586
9.635					2587
9.618					2588
9.614					2589
9.617					2590
9.610					2591
9.622					2592
9.641					2593
9.634					2594
9.614					2595
9.643					2596
9.626					2597
9.626					2598
9.616					2599
9.648					2600
9.618					2601
9.647					2602
9.653					2603
9.620					2604
9.619					2605
9.615					2606
9.618					2607
9.621					2608
9.630					2609
9.623					2610
9.626					2611
9.629					2612
9.635					2613
9.647					2614
9.595					2615
9.627					2616
9.633					2617
9.629					2618
9.612					2619
9.644					2620
9.637					2621
9.633					2622
9.643					2623
9.632					2624
9.632					2625
9.638					2626
9.650					2627
9.608					2628
9.678					2629
9.697					2630
9.713					2631
9.687					2632
9.651					2633
9.550					2634
9.494					2635
9.461					2636
9.467					2637
9.473					2638
9.473					2639
9.501					2640
9.498					2641
9.520					2642
9.542					2643
9.551					2644
9.580					2645
9.570					2646
9.595					2647
9.604					2648
9.617					2649
9.623					2650
9.625					2651
9.618					2652
9.657					2653
9.640					2654
9.646					2655
9.652					2656
9.661					2657
9.670					2658
9.663					2659
9.689					2660
9.701					2661
9.685					2662
9.674					2663
9.700					2664
9.699					2665
9.692					2666
9.728					2667
9.730					2668
9.704					2669
9.720					2670
9.732					2671
9.725					2672
9.718					2673
9.727					2674
9.727					2675
9.723					2676
9.729					2677
9.729					2678
9.718					2679
9.731					2680
9.753					2681
9.739					2682
9.758					2683
9.745					2684
9.751					2685
9.760					2686
9.740					2687
9.762					2688
9.762					2689
9.787					2690
9.764					2691
9.757					2692
9.792					2693
9.766					2694
9.788					2695
9.778					2696
9.764					2697
9.790					2698
9.789					2699
9.802					2700
9.782					2701
9.811					2702
9.797					2703
9.780					2704
9.786					2705
9.815					2706
9.802					2707
9.801					2708
9.791					2709
9.794					2710
9.806					2711
9.786					2712
9.811					2713
9.817					2714
9.820					2715
9.804					2716
9.809					2717
9.822					2718
9.796					2719
9.795					2720
9.807					2721
9.807					2722
9.813					2723
9.793					2724
9.831					2725
9.815					2726
9.792					2727
9.810					2728
9.797					2729
9.819					2730
9.822					2731
9.799					2732
9.821					2733
9.817					2734
9.826					2735
9.797					2736
9.793					2737
9.793					2738
9.792					2739
9.814					2740
9.797					2741
9.820					2742
9.803					2743
9.806					2744
9.841					2745
9.821					2746
9.820					2747
9.810					2748
9.816					2749
9.829					2750
9.831					2751
9.821					2752
9.837					2753
9.810					2754
9.829					2755
9.806					2756
9.802					2757
9.834					2758
9.818					2759
9.798					2760
9.817					2761
9.810					2762
9.809					2763
9.802					2764
9.841					2765
9.814					2766
9.794					2767
9.810					2768
9.819					2769
9.822					2770
9.802					2771
9.834					2772
9.833					2773
9.804					2774
9.826					2775
9.822					2776
9.841					2777
9.811					2778
9.814					2779
9.820					2780
9.839					2781
9.816					2782
9.819					2783
9.834					2784
9.821					2785
9.820					2786
9.823					2787
9.810					2788
9.819					2789
9.831					2790
9.847					2791
9.817					2792
9.836					2793
9.823					2794
9.832					2795
9.828					2796
9.808					2797
9.834					2798
9.807					2799
9.807					2800
9.810					2801
9.812					2802
9.835					2803
9.808					2804
9.824					2805
9.807					2806
9.807					2807
9.813					2808
9.819					2809
9.821					2810
9.827					2811
9.817					2812
9.817					2813
9.839					2814
9.838					2815
9.828					2816
9.818					2817
9.824					2818
9.823					2819
9.836					2820
9.826					2821
9.835					2822
9.818					2823
9.831					2824
9.833					2825
9.830					2826
9.835					2827
9.819					2828
9.828					2829
9.811					2830
9.821					2831
9.820					2832
9.829					2833
9.813					2834
9.831					2835
9.818					2836
9.827					2837
9.807					2838
9.836					2839
9.839					2840
9.851					2841
9.828					2842
9.811					2843
9.837					2844
9.833					2845
9.849					2846
9.829					2847
9.815					2848
9.844					2849
9.830					2850
9.820					2851
9.836					2852
9.839					2853
9.822					2854
9.851					2855
9.824					2856
9.850					2857
9.830					2858
9.813					2859
9.822					2860
9.835					2861
9.837					2862
9.814					2863
9.823					2864
9.846					2865
9.842					2866
9.828					2867
9.851					2868
9.808					2869
9.820					2870
9.826					2871
9.826					2872
9.838					2873
9.841					2874
9.841					2875
9.827					2876
9.830					2877
9.816					2878
9.852					2879
9.812					2880
9.838					2881
9.840					2882
9.827					2883
9.823					2884
9.849					2885
9.829					2886
9.818					2887
9.828					2888
9.834					2889
9.833					2890
9.849					2891
9.826					2892
9.854					2893
9.831					2894
9.837					2895
9.840					2896
9.823					2897
9.852					2898
9.812					2899
9.822					2900
9.831					2901
9.853					2902
9.827					2903
9.829					2904
9.826					2905
9.828					2906
9.844					2907
9.824					2908
9.850					2909
9.836					2910
9.826					2911
9.845					2912
9.848					2913
9.837					2914
9.840					2915
9.827					2916
9.836					2917
9.813					2918
9.854					2919
9.825					2920
9.860					2921
9.827					2922
9.839					2923
9.845					2924
9.845					2925
9.851					2926
9.841					2927
9.837					2928
9.833					2929
9.836					2930
9.852					2931
9.828					2932
9.847					2933
9.837					2934
9.850					2935
9.826					2936
9.836					2937
9.855					2938
9.848					2939
9.834					2940
9.847					2941
9.846					2942
9.836					2943
9.832					2944
9.858					2945
9.844					2946
9.857					2947
9.830					2948
9.852					2949
9.861					2950
9.838					2951
9.828					2952
9.857					2953
9.869					2954
9.840					2955
9.839					2956
9.829					2957
9.854					2958
9.847					2959
9.853					2960
9.840					2961
9.830					2962
9.845					2963
9.835					2964
9.838					2965
9.850					2966
9.850					2967
9.865					2968
9.833					2969
9.848					2970
9.857					2971
9.841					2972
9.856					2973
9.849					2974
9.833					2975
9.832					2976
9.877					2977
9.854					2978
9.844					2979
9.859					2980
9.865					2981
9.852					2982
9.855					2983
9.861					2984
9.834					2985
9.853					2986
9.849					2987
9.855					2988
9.874					2989
9.858					2990
9.857					2991
9.847					2992
9.840					2993
9.852					2994
9.871					2995
9.851					2996
9.838					2997
9.847					2998
9.840					2999
9.856					3000
9.859					3001
9.871					3002
9.864					3003
9.841					3004
9.870					3005
9.843					3006
9.878					3007
9.855					3008
9.877					3009
9.864					3010
9.847					3011
9.847					3012
9.849					3013
9.859					3014
9.858					3015
9.845					3016
9.854					3017
9.853					3018
9.853					3019
9.852					3020
9.868					3021
9.829					3022
9.835					3023
9.867					3024
9.853					3025
9.866					3026
9.852					3027
9.861					3028
9.845					3029
9.857					3030
9.860					3031
9.856					3032
9.859					3033
9.862					3034
9.874					3035
9.861					3036
9.841					3037
9.850					3038
9.882					3039
9.868					3040
9.868					3041
9.867					3042
9.854					3043
9.847					3044
9.866					3045
9.839					3046
9.852					3047
9.838					3048
9.835					3049
9.850					3050
9.840					3051
9.856					3052
9.855					3053
9.848					3054
9.841					3055
9.864					3056
9.866					3057
9.856					3058
9.846					3059
9.862					3060
9.874					3061
9.861					3062
9.870					3063
9.869					3064
9.866					3065
9.852					3066
9.878					3067
9.877					3068
9.838					3069
9.873					3070
9.850					3071
9.862					3072
9.839					3073
9.868					3074
9.857					3075
9.837					3076
9.856					3077
9.872					3078
9.846					3079
9.871					3080
9.851					3081
9.844					3082
9.866					3083
9.850					3084
9.885					3085
9.868					3086
9.864					3087
9.864					3088
9.844					3089
9.853					3090
9.856					3091
9.875					3092
9.868					3093
9.851					3094
9.886					3095
9.869					3096
9.869					3097
9.856					3098
9.881					3099
9.871					3100
9.857					3101
9.850					3102
9.872					3103
9.853					3104
9.855					3105
9.877					3106
9.861					3107
9.876					3108
9.860					3109
9.859					3110
9.868					3111
9.868					3112
9.855					3113
9.848					3114
9.873					3115
9.866					3116
9.856					3117
9.875					3118
9.855					3119
9.854					3120
9.844					3121
9.882					3122
9.862					3123
9.859					3124
9.868					3125
9.877					3126
9.857					3127
9.866					3128
9.863					3129
9.878					3130
9.865					3131
9.842					3132
9.861					3133
9.857					3134
9.853					3135
9.869					3136
9.865					3137
9.858					3138
9.851					3139
9.870					3140
9.873					3141
9.856					3142
9.865					3143
9.862					3144
9.877					3145
9.861					3146
9.850					3147
9.860					3148
9.846					3149
9.868					3150
9.871					3151
9.845					3152
9.867					3153
9.850					3154
9.895					3155
9.862					3156
9.871					3157
9.855					3158
9.877					3159
9.886					3160
9.856					3161
9.885					3162
9.878					3163
9.881					3164
9.854					3165
9.870					3166
9.876					3167
9.856					3168
9.856					3169
9.862					3170
9.851					3171
9.880					3172
9.857					3173
9.876					3174
9.875					3175
9.868					3176
9.865					3177
9.861					3178
9.877					3179
9.863					3180
9.853					3181
9.872					3182
9.862					3183
9.871					3184
9.861					3185
9.880					3186
9.869					3187
9.862					3188
9.865					3189
9.861					3190
9.854					3191
9.867					3192
9.844					3193
9.863					3194
9.865					3195
9.894					3196
9.868					3197
9.857					3198
9.893					3199
9.866					3200
9.859					3201
9.888					3202
9.868					3203
9.887					3204
9.870					3205
9.879					3206
9.876					3207
9.862					3208
9.845					3209
9.858					3210
9.877					3211
9.867					3212
9.850					3213
9.856					3214
9.865					3215
9.858					3216
9.871					3217
9.857					3218
9.879					3219
9.866					3220
9.872					3221
9.871					3222
9.871					3223
9.870					3224
9.873					3225
9.863					3226
9.849					3227
9.881					3228
9.871					3229
9.858					3230
9.889					3231
9.879					3232
9.866					3233
9.882					3234
9.875					3235
9.884					3236
9.864					3237
9.870					3238
9.866					3239
9.862					3240
9.855					3241
9.858					3242
9.864					3243
9.877					3244
9.876					3245
9.863					3246
9.869					3247
9.858					3248
9.864					3249
9.864					3250
9.873					3251
9.876					3252
9.862					3253
9.872					3254
9.871					3255
9.874					3256
9.896					3257
9.879					3258
9.869					3259
9.872					3260
9.881					3261
9.880					3262
9.861					3263
9.879					3264
9.902					3265
9.869					3266
9.871					3267
9.861					3268
9.870					3269
9.883					3270
9.886					3271
9.866					3272
9.868					3273
9.874					3274
9.877					3275
9.873					3276
9.883					3277
9.882					3278
9.862					3279
9.888					3280
9.868					3281
9.887					3282
9.857					3283
9.886					3284
9.882					3285
9.852					3286
9.858					3287
9.871					3288
9.896					3289
9.883					3290
9.863					3291
9.882					3292
9.865					3293
9.871					3294
9.877					3295
9.867					3296
9.876					3297
9.872					3298
9.894					3299
9.881					3300
9.864					3301
9.873					3302
9.873					3303
9.889					3304
9.895					3305
9.871					3306
9.864					3307
9.880					3308
9.876					3309
9.889					3310
9.866					3311
9.872					3312
9.871					3313
9.854					3314
9.899					3315
9.889					3316
9.872					3317
9.852					3318
9.881					3319
9.890					3320
9.870					3321
9.860					3322
9.856					3323
9.862					3324
9.865					3325
9.852					3326
9.910					3327
9.860					3328
9.883					3329
9.892					3330
9.872					3331
9.871					3332
9.874					3333
9.864					3334
9.876					3335
9.863					3336
9.882					3337
9.878					3338
9.884					3339
9.910					3340
9.860					3341
9.870					3342
9.885					3343
9.895					3344
9.878					3345
9.864					3346
9.906					3347
9.883					3348
9.879					3349
9.879					3350
9.885					3351
9.884					3352
9.864					3353
9.873					3354
9.870					3355
9.892					3356
9.914					3357
9.878					3358
9.884					3359
9.909					3360
9.870					3361
9.889					3362
9.885					3363
9.878					3364
9.871					3365
9.871					3366
9.890					3367
9.857					3368
9.876					3369
9.872					3370
9.881					3371
9.887					3372
9.870					3373
9.867					3374
9.876					3375
9.879					3376
9.881					3377
9.868					3378
9.877					3379
9.890					3380
9.886					3381
9.908					3382
9.888					3383
9.891					3384
9.874					3385
9.874					3386
9.889					3387
9.866					3388
9.879					3389
9.875					3390
9.881					3391
9.880					3392
9.883					3393
9.879					3394
9.876					3395
9.875					3396
9.875					3397
9.877					3398
9.887					3399
9.873					3400
9.886					3401
9.891					3402
9.865					3403
9.874					3404
9.871					3405
9.909					3406
9.870					3407
9.885					3408
9.875					3409
9.884					3410
9.877					3411
9.896					3412
9.892					3413
9.863					3414
9.869					3415
9.897					3416
9.878					3417
9.890					3418
9.909					3419
9.905					3420
9.901					3421
9.881					3422
9.891					3423
9.887					3424
9.912					3425
9.889					3426
9.889					3427
9.872					3428
9.888					3429
9.881					3430
9.890					3431
9.915					3432
9.905					3433
9.875					3434
9.888					3435
9.900					3436
9.884					3437
9.886					3438
9.886					3439
9.869					3440
9.891					3441
9.878					3442
9.881					3443
9.877					3444
9.893					3445
9.882					3446
9.892					3447
9.888					3448
9.910					3449
9.871					3450
9.893					3451
9.889					3452
9.869					3453
9.901					3454
9.927					3455
9.871					3456
9.909					3457
9.906					3458
9.902					3459
9.898					3460
9.920					3461
9.904					3462
9.916					3463
9.880					3464
9.876					3465
9.905					3466
9.911					3467
9.901					3468
9.881					3469
9.887					3470
9.889					3471
9.908					3472
9.892					3473
9.904					3474
9.878					3475
9.893					3476
9.896					3477
9.892					3478
9.885					3479
9.875					3480
9.891					3481
9.894					3482
9.887					3483
9.886					3484
9.863					3485
9.888					3486
9.881					3487
9.913					3488
9.897					3489
9.896					3490
9.892					3491
9.885					3492
9.911					3493
9.891					3494
9.884					3495
9.909					3496
9.889					3497
9.873					3498
9.901					3499
9.911					3500
9.891					3501
9.880					3502
9.893					3503
9.921					3504
9.908					3505
9.904					3506
9.888					3507
9.887					3508
9.880					3509
9.880					3510
9.902					3511
9.895					3512
9.911					3513
9.913					3514
9.864					3515
9.880					3516
9.876					3517
9.895					3518
9.895					3519
9.888					3520
9.884					3521
9.883					3522
9.909					3523
9.905					3524
9.872					3525
9.901					3526
9.920					3527
9.893					3528
9.890					3529
9.908					3530
9.882					3531
9.885					3532
9.884					3533
9.887					3534
9.893					3535
9.902					3536
9.921					3537
9.872					3538
9.885					3539
9.891					3540
9.893					3541
9.899					3542
9.896					3543
9.889					3544
9.914					3545
9.888					3546
9.894					3547
9.896					3548
9.902					3549
9.895					3550
9.898					3551
9.901					3552
9.894					3553
9.922					3554
9.922					3555
9.879					3556
9.924					3557
9.901					3558
9.878					3559
9.890					3560
9.903					3561
9.899					3562
9.898					3563
9.908					3564
9.907					3565
9.894					3566
9.896					3567
9.912					3568
9.889					3569
9.911					3570
9.888					3571
9.878					3572
9.900					3573
9.883					3574
9.892					3575
9.895					3576
9.898					3577
9.884					3578
9.897					3579
9.890					3580
9.896					3581
9.895					3582
9.898					3583
9.891					3584
9.894					3585
9.897					3586
9.906					3587
9.912					3588
9.911					3589
9.917					3590
9.881					3591
9.881					3592
9.890					3593
9.919					3594
9.899					3595
9.898					3596
9.924					3597
9.887					3598
9.913					3599
9.896					3600
9.902					3601
9.895					3602
9.908					3603
9.904					3604
9.903					3605
9.887					3606
9.899					3607
9.908					3608
9.888					3609
9.901					3610
9.894					3611
9.893					3612
9.886					3613
9.896					3614
9.902					3615
9.904					3616
9.888					3617
9.923					3618
9.900					3619
9.893					3620
9.882					3621
9.885					3622
9.881					3623
9.881					3624
9.867					3625
9.877					3626
9.889					3627
9.847					3628
9.862					3629
9.855					3630
9.839					3631
9.851					3632
9.844					3633
9.850					3634
9.820					3635
9.817					3636
9.819					3637
9.829					3638
9.828					3639
9.808					3640
9.801					3641
9.797					3642
9.777					3643
9.774					3644
9.789					3645
9.795					3646
9.763					3647
9.765					3648
9.765					3649
9.755					3650
9.764					3651
9.737					3652
9.766					3653
9.762					3654
9.723					3655
9.709					3656
9.735					3657
9.738					3658
9.721					3659
9.694					3660
9.697					3661
9.690					3662
9.693					3663
9.689					3664
9.689					3665
9.678					3666
9.665					3667
9.681					3668
9.677					3669
9.673					3670
9.686					3671
9.685					3672
9.656					3673
9.678					3674
9.680					3675
9.686					3676
9.673					3677
9.685					3678
9.653					3679
9.646					3680
9.639					3681
9.651					3682
9.657					3683
9.631					3684
9.640					3685
9.633					3686
9.597					3687
9.606					3688
9.612					3689
9.608					3690
9.617					3691
9.627					3692
9.594					3693
9.590					3694
9.619					3695
9.573					3696
9.582					3697
9.604					3698
9.600					3699
9.580					3700
9.573					3701
9.570					3702
9.556					3703
9.562					3704
9.539					3705
9.561					3706
9.545					3707
9.518					3708
9.537					3709
9.543					3710
9.539					3711
9.519					3712
9.512					3713
9.528					3714
9.534					3715
9.530					3716
9.501					3717
9.510					3718
