time,mixture cell P,reference cell P,mixture cell T,reference cell T
1900-01-01 11:16:02.691238,15.523998,15.152686,22.153762,21.989102
1900-01-01 11:16:03.678495,15.536958,15.148662,22.151775,21.991046
1900-01-01 11:16:04.667133,15.520758,15.12854,22.155682,22.002818
1900-01-01 11:16:05.654631,15.530478,15.142625,22.156013,22.004305
1900-01-01 11:16:06.641480,15.536958,15.144637,22.152233,22.004457
1900-01-01 11:16:07.629196,15.530478,15.14665,22.15268,22.011841
1900-01-01 11:16:08.618099,15.514278,15.130552,22.156534,22.017547
1900-01-01 11:16:09.606310,15.514278,15.132564,22.152798,22.021673
1900-01-01 11:16:10.593060,15.523998,15.140613,22.152681,22.024794
1900-01-01 11:16:11.582170,15.527238,15.158723,22.155014,22.030365
1900-01-01 11:16:12.570512,15.540198,15.152686,22.156199,22.036176
1900-01-01 11:16:13.558720,15.540198,15.168784,22.148415,22.038798
1900-01-01 11:16:14.546314,15.530478,15.148662,22.145126,22.03759
1900-01-01 11:16:15.535042,15.549918,15.158723,22.143919,22.03777
1900-01-01 11:16:16.524047,15.582318,15.150674,22.145167,22.042257
1900-01-01 11:16:17.511440,15.556398,15.168784,22.145037,22.047909
1900-01-01 11:16:18.498234,15.562878,15.180857,22.143596,22.050167
1900-01-01 11:16:19.485838,15.562878,15.16476,22.146568,22.057303
1900-01-01 11:16:20.472329,15.562878,15.18287,22.147452,22.058649
1900-01-01 11:16:21.459915,15.556398,15.172809,22.144054,22.059645
1900-01-01 11:16:22.447204,15.556398,15.160735,22.145726,22.063861
1900-01-01 11:16:23.434144,15.543438,15.178845,22.151483,22.068
1900-01-01 11:16:24.421996,15.546678,15.160735,22.148121,22.072269
1900-01-01 11:16:25.409389,15.540198,15.156711,22.14799,22.073526
1900-01-01 11:16:26.396616,15.540198,15.160735,22.145411,22.077191
1900-01-01 11:16:27.383415,15.543438,15.142625,22.144138,22.073142
1900-01-01 11:16:28.371065,15.543438,15.16476,22.147736,22.079747
1900-01-01 11:16:29.358287,15.543438,15.142625,22.147965,22.078357
1900-01-01 11:16:30.345541,15.523998,15.140613,22.150881,22.085899
1900-01-01 11:16:31.332783,15.530478,15.148662,22.14812,22.087762
1900-01-01 11:16:32.320017,15.530478,15.148662,22.150566,22.090439
1900-01-01 11:16:33.307331,15.527238,15.150674,22.151575,22.091218
1900-01-01 11:16:34.293932,15.536958,15.158723,22.14661,22.086252
1900-01-01 11:16:35.281718,15.530478,15.148662,22.144616,22.089115
1900-01-01 11:16:36.268990,15.527238,15.142625,22.146277,22.091238
1900-01-01 11:16:37.256305,15.527238,15.140613,22.145113,22.095856
1900-01-01 11:16:38.245594,15.523998,15.148662,22.147209,22.093327
1900-01-01 11:16:39.233138,15.533718,15.140613,22.147317,22.096673
1900-01-01 11:16:40.220349,15.517518,15.144637,22.147169,22.097218
1900-01-01 11:16:41.207670,15.523998,15.132564,22.147083,22.105458
1900-01-01 11:16:42.194790,15.523998,15.132564,22.147078,22.102908
1900-01-01 11:16:43.182043,15.546678,15.14665,22.146755,22.104436
1900-01-01 11:16:44.169205,15.507798,15.132564,22.148051,22.100413
1900-01-01 11:16:45.156637,15.533718,15.140613,22.145598,22.106979
1900-01-01 11:16:46.143757,15.527238,15.12854,22.14898,22.110129
1900-01-01 11:16:47.131051,15.536958,15.148662,22.149096,22.114639
1900-01-01 11:16:48.118282,15.536958,15.140613,22.153051,22.115588
1900-01-01 11:16:49.105419,15.536958,15.158723,22.152012,22.121949
1900-01-01 11:16:50.092768,15.540198,15.138601,22.150558,22.123733
1900-01-01 11:16:51.080079,15.527238,15.150674,22.152027,22.123583
1900-01-01 11:16:52.068893,15.536958,15.154699,22.152787,22.124343
